epoch,dice_coefficient,loss,val_dice_coefficient,val_loss
112,0.833861130678538,0.17519237144479474,0.8053167789028242,0.20118591877130362
113,0.8359832559685105,0.17213315379272387,0.8017454422437228,0.20212732255458832
114,0.8345977105561969,0.17359727273866968,0.8034666788119537,0.2012852315719311
115,0.8335535714348543,0.17273072015891955,0.8080507860733912,0.1966668929045017
116,0.832912976446661,0.17559770270458702,0.8058869351561253,0.19864483177661896
117,0.8352789362368075,0.17272880731277096,0.8027600279221168,0.200510452573116
118,0.834009096460435,0.17374001776130454,0.7999869630886958,0.2056310520722316
119,0.8365935775840166,0.17139636833690902,0.8035853298810812,0.201212452008174
120,0.8365231954935685,0.17098202780612465,0.8046924047745191,0.1994702540911161
121,0.8362924630202137,0.1725934084179332,0.8047575423350701,0.2001322370309096
122,0.8367965131708719,0.17184700404556053,0.8067560430902702,0.19683016263521635
123,0.8374279009775051,0.1701721690812157,0.8055874304129527,0.19910333019036514
124,0.8370261263210796,0.17102327798176736,0.8080676392867014,0.19722208495323473
125,0.836622362865985,0.1714004032241488,0.8073167806634536,0.19839496795947736
126,0.8393685146442895,0.16805534079236892,0.807654816370744,0.1972613357580625
127,0.8387825750899547,0.1678121188311901,0.8062287036042947,0.19822493883279654
128,0.8392499708434911,0.16752759027249606,0.8055513014013951,0.19808900585541359
129,0.8406112820488735,0.1669679775978755,0.807192536500784,0.19658252138357896
130,0.8403667885701633,0.16679956091260448,0.8074328842071387,0.19686211187105912
131,0.8402444686993812,0.1672620695192837,0.8035280922284493,0.20163373419871697
132,0.8404537359777006,0.16660610101755383,0.8060656252961892,0.19837612716051248
133,0.8400562988612258,0.1666592394263999,0.8044360280036926,0.19876055648693672
134,0.8395617958700773,0.16781594249808673,0.8059079635601777,0.1983068035199092
135,0.8409865941237478,0.16645874039640704,0.8070820449636533,0.19697883954414955
136,0.8416007129312719,0.16626051357648905,0.8062044112728193,0.19745178979176742
137,0.8424127310225107,0.1646425295801996,0.8052456207000293,0.19847108882207137
138,0.8425609285680993,0.16439068838230614,0.8066298640691317,0.19778438829458678
139,0.8416092727080132,0.1651306256507207,0.8069565181548779,0.19659002813009116
140,0.842027239863155,0.16466390189615268,0.8065755401666348,0.19660781553158393
141,0.8425466528216612,0.16452672527831735,0.8071895889364756,0.19669351210960975
142,0.8427781723078015,0.16377657420426897,0.80773448657531,0.19661333583868468
143,0.8423006644526732,0.16400863534038507,0.8072908812990556,0.19643847873577705
144,0.8425511723583184,0.16375157410658678,0.8075857070776132,0.1965801211503836
145,0.8430187935100019,0.16376472098156086,0.8068259771053607,0.19709601195958945
146,0.8426478672953486,0.16390295919862766,0.8068873813519111,0.19722082179326278
147,0.8433573630828302,0.1635810298827088,0.8070440934254572,0.1966024018250979
148,0.8418636471033096,0.1645558273908004,0.8075646763810744,0.19593947323469016
149,0.8432321753895399,0.1634767365108416,0.8073067642175235,0.19631851177949172
150,0.8435861987685694,0.16285638352042264,0.806497858120845,0.19662223985561958
151,0.8439961694976659,0.16288834723454076,0.806351231267819,0.19763892315901244
152,0.8432777816230811,0.16358761677464234,0.8059874520852015,0.19774426978368026
153,0.8431438808012934,0.16345493018048482,0.8059609979391098,0.19705250973884875
154,0.8435707103858874,0.16292514702648792,0.8066191799365557,0.19778688481220832
155,0.843304955264897,0.1637411626797278,0.8062157115110984,0.1984702726969352
156,0.8432207670315955,0.16359414261521646,0.8062961645997487,0.1969062342093541
157,0.843515515761468,0.16304087986066504,0.8072158029446235,0.19658348308159754
158,0.8439214505906244,0.16305145881708386,0.8074299652989094,0.19599888989558586
159,0.8448182829086063,0.1618378564570714,0.8071333399185767,0.19638817241558662
160,0.8444482566951548,0.16187826406608508,0.8070003814422168,0.1963512897491455
161,0.8444035754909793,0.16225559329523623,0.806645967066288,0.19651248707221106
162,0.8447428882411383,0.1617880101921489,0.806458211862124,0.19718562295803657
163,0.8443797901996131,0.16208398342132568,0.8064030403128037,0.19730998804936042
164,0.8444532540816705,0.16205811095469205,0.8066282730836135,0.19661823373574477
165,0.8442930544464333,0.16249904499470608,0.8062936646433977,0.19701079451120818
166,0.8444320074852231,0.16207804726165476,0.8062501303278483,0.19679272977205423
167,0.8446409572096705,0.16181856538485556,0.8062350818744073,0.1971964159837136
168,0.8444050413022921,0.16203222807171275,0.8069050346429532,0.19653360889508173
169,0.8451907445215484,0.16144992280932305,0.8070636775631171,0.1962354022722978
170,0.8446014367260979,0.1618629051643668,0.8066101051293887,0.1967135129066614
171,0.8451232774165071,0.1612485872889028,0.806896312878682,0.1963278903410985
172,0.8452908249155989,0.16129449183501085,0.8070215938182977,0.19639243758641756
173,0.8452899139193655,0.16147182954167857,0.8073734423288932,0.19613897227323973
174,0.8447165994100201,0.16140034331858738,0.8072414713410231,0.1963812135733091
175,0.8451588380973316,0.16147945112395054,0.8073207466648176,0.19619783759117126
176,0.8450192482147402,0.16146850933149023,0.8074310783010262,0.19594925068891966
177,0.844788127587837,0.16155010895821656,0.807016409933567,0.1962953473512943
178,0.845214983502638,0.16123143127821024,0.8069317157451923,0.196424758205047
179,0.8452783342704032,0.16107991713922,0.8069729042740968,0.19641165549938494
180,0.8454500237136211,0.16073875693441594,0.8068643802633653,0.19646599430304307
181,0.8449993401187138,0.16141832308861817,0.8069196452315037,0.1964407551747102
182,0.8451101784277888,0.16117901709473248,0.8069469447319324,0.19649030382816607
183,0.8456260055592917,0.16060188528403496,0.8070599350791711,0.19628839538647577
184,0.8455884381405359,0.16085676313603967,0.8069483591960027,0.19644789283092207
185,0.8452553236947477,0.1612539114882645,0.8069820071642215,0.19635138030235583
186,0.8452914264595625,0.16112431768074775,0.8072301183755581,0.19615622667165902
187,0.8451513522168965,0.16159076916361317,0.8072568241220254,0.1961984668786709
188,0.8455257548869235,0.1610879275983977,0.8068955901723641,0.19646873840918908
189,0.8453837518842475,0.16120146258363446,0.8071284357171792,0.19622410604586968
190,0.8454626438397805,0.16100814186253595,0.8070926929895694,0.1962763426395563
191,0.8458579732376394,0.1608019786552318,0.807028737778847,0.19633542918241942
192,0.8448769887095516,0.16133715834432436,0.8070307494356082,0.1963632989388246
193,0.8456067348857528,0.16069780536068295,0.806994735621489,0.1964184664762937
194,0.8455082630937539,0.16106356665926072,0.8069786859246401,0.19640043263251966
195,0.8463278422945911,0.16050715006670904,0.8069892726265467,0.19636338834579176
196,0.8455243760231629,0.16090736227128113,0.8069132990561999,0.19642404524179605
197,0.845619119342091,0.16091971866135457,0.8069669919518324,0.19639562643491304
198,0.8456324147946627,0.1607213651092307,0.8070193855808332,0.1963999615265773
